stat,observed,mean,std,SEM,MSE,credible,quantile,mahalanobis
accuracy,0.4869700074195862,0.4869700074195862,0.33815327286720276,5.505025942883308e-17,0.11434764415025711,True,51.5,2.1941488625998318e-08
mean_ub,0.35356876254081726,0.3656441867351532,0.0980108305811882,0.00014581593859475106,0.009751939214766026,True,45.226131439208984,0.1232050284743309
std_ub,0.2643490433692932,0.22715726494789124,0.09531625360250473,0.0013832274125888944,0.010468415915966034,True,72.86431884765625,0.39019331336021423
10q_ub,0.13510000705718994,0.1544257253408432,0.029439372941851616,0.00037348366458900273,0.0012401601998135448,True,24.886934280395508,0.6564584374427795
30q_ub,0.20000000298023224,0.22523531317710876,0.04557030647993088,0.000636821030639112,0.0027134744450449944,True,31.155778884887695,0.5537666082382202
50q_ub,0.2736999988555908,0.30459675192832947,0.07232404500246048,0.000954609306063503,0.006185376551002264,True,32.66331481933594,0.4271988868713379
70q_ub,0.38920000195503235,0.41525503993034363,0.11557531356811523,0.0006788651226088405,0.014036519452929497,True,42.71356964111328,0.22543776035308838
90q_ub,0.6686000227928162,0.6526041030883789,0.21719937026500702,0.0002558687119744718,0.04743143171072006,True,57.28643035888672,0.07364615052938461
mean_lb,-0.3437773287296295,-0.3613241910934448,0.09676315635442734,0.00030789230368100107,0.009670998901128769,True,54.0404052734375,0.18133823573589325
std_lb,0.2530936002731323,0.22316564619541168,0.08886224776506424,0.0008956831297837198,0.008792181499302387,True,65.65656280517578,0.3367905616760254
10q_lb,0.13289999961853027,0.15128222107887268,0.0343545638024807,0.00033790606539696455,0.0015181422932073474,True,28.04292869567871,0.5350736379623413
30q_lb,0.19670000672340393,0.22441332042217255,0.05059954151511192,0.0007680281414650381,0.003328341990709305,True,29.558080673217773,0.5476990342140198
50q_lb,0.26820001006126404,0.3014305531978607,0.07607688754796982,0.0011042696423828602,0.006891962606459856,True,36.37626266479492,0.4368022084236145
70q_lb,0.37929999828338623,0.4114011228084564,0.1192140057682991,0.001030482118949294,0.015242459252476692,True,43.43434524536133,0.2692730724811554
90q_lb,0.6455000042915344,0.6455322504043579,0.2122744768857956,1.0400885708250485e-09,0.04506045952439308,True,53.53535461425781,0.00015192784485407174
