stat,observed,mean,std,SEM,MSE,credible,quantile,mahalanobis
accuracy,0.49474000930786133,0.49473997950553894,0.22521662712097168,4.20022939175759e-16,0.05072253197431564,True,52.0,9.099888131913758e-08
mean_ub,0.16252097487449646,0.16905629634857178,0.02017347700893879,4.2710351408459246e-05,0.0004496795008890331,True,35.5,0.32395583391189575
std_ub,0.08088665455579758,0.07955484092235565,0.012192457914352417,1.7737302187015302e-06,0.00015042976883705705,True,57.5,0.10923266410827637
10q_ub,0.08340000361204147,0.08987460285425186,0.010061999782919884,4.192048072582111e-05,0.00014316424494609237,True,24.512500762939453,0.6434707641601562
30q_ub,0.11309999972581863,0.12090174853801727,0.014407098293304443,6.086728171794675e-05,0.0002684317878447473,True,26.262500762939453,0.5415211319923401
50q_ub,0.1428000032901764,0.15092624723911285,0.01886856183409691,6.603589281439781e-05,0.00042205856880173087,True,32.26250076293945,0.43067654967308044
70q_ub,0.1835000067949295,0.1908012330532074,0.024836936965584755,5.330800559022464e-05,0.0006701816455461085,True,35.76250076293945,0.29396674036979675
90q_ub,0.26489999890327454,0.26918506622314453,0.03560485318303108,1.8361792172072455e-05,0.0012860673014074564,True,46.5,0.12035062164068222
mean_lb,-0.1606726348400116,-0.16762879490852356,0.021441267803311348,4.838811946683563e-05,0.0005081158597022295,True,62.31155776977539,0.3244284391403198
std_lb,0.07989829778671265,0.0799737200140953,0.01517691183835268,5.688475024356876e-09,0.00023034433252178133,True,59.29648208618164,0.004969520960003138
10q_lb,0.08229999989271164,0.08797191083431244,0.009750418365001678,3.2170573831535876e-05,0.00012724123371299356,True,27.902009963989258,0.5817095041275024
30q_lb,0.1120000034570694,0.119038887321949,0.0139738405123353,4.954593532602303e-05,0.00024481420405209064,True,30.665828704833984,0.5037188529968262
50q_lb,0.14059999585151672,0.1485874503850937,0.019212400540709496,6.379936530720443e-05,0.0004329155490268022,True,32.9271354675293,0.41574451327323914
70q_lb,0.18129999935626984,0.18922774493694305,0.025785906240344048,6.28491397947073e-05,0.0007277620607055724,True,38.45477294921875,0.30744487047195435
90q_lb,0.2637999951839447,0.27007442712783813,0.04044022038578987,3.9368434954667464e-05,0.0016747798072174191,True,45.48994827270508,0.15515314042568207
