node,sample,accuracy,mean_ub,std_ub,10q_ub,30q_ub,50q_ub,70q_ub,90q_ub,mean_lb,std_lb,10q_lb,30q_lb,50q_lb,70q_lb,90q_lb
wfpt.0,0,0.25200000405311584,0.16458174586296082,0.07123613357543945,0.08449999988079071,0.11860000342130661,0.14775000512599945,0.19724999368190765,0.2544499933719635,-0.14244705438613892,0.06476844847202301,0.0812000036239624,0.10429999977350235,0.1307000070810318,0.15379999577999115,0.21452000737190247
wfpt.0,1,0.25200000405311584,0.16458174586296082,0.07123613357543945,0.08449999988079071,0.11860000342130661,0.14775000512599945,0.19724999368190765,0.2544499933719635,-0.14244705438613892,0.06476844847202301,0.0812000036239624,0.10429999977350235,0.1307000070810318,0.15379999577999115,0.21452000737190247
wfpt.0,2,0.25200000405311584,0.16458174586296082,0.07123613357543945,0.08449999988079071,0.11860000342130661,0.14775000512599945,0.19724999368190765,0.2544499933719635,-0.14244705438613892,0.06476844847202301,0.0812000036239624,0.10429999977350235,0.1307000070810318,0.15379999577999115,0.21452000737190247
wfpt.0,3,0.25200000405311584,0.16458174586296082,0.07123613357543945,0.08449999988079071,0.11860000342130661,0.14775000512599945,0.19724999368190765,0.2544499933719635,-0.14244705438613892,0.06476844847202301,0.0812000036239624,0.10429999977350235,0.1307000070810318,0.15379999577999115,0.21452000737190247
wfpt.0,4,0.25200000405311584,0.16458174586296082,0.07123613357543945,0.08449999988079071,0.11860000342130661,0.14775000512599945,0.19724999368190765,0.2544499933719635,-0.14244705438613892,0.06476844847202301,0.0812000036239624,0.10429999977350235,0.1307000070810318,0.15379999577999115,0.21452000737190247
wfpt.0,5,0.25200000405311584,0.16458174586296082,0.07123613357543945,0.08449999988079071,0.11860000342130661,0.14775000512599945,0.19724999368190765,0.2544499933719635,-0.14244705438613892,0.06476844847202301,0.0812000036239624,0.10429999977350235,0.1307000070810318,0.15379999577999115,0.21452000737190247
wfpt.0,6,0.25200000405311584,0.16458174586296082,0.07123613357543945,0.08449999988079071,0.11860000342130661,0.14775000512599945,0.19724999368190765,0.2544499933719635,-0.14244705438613892,0.06476844847202301,0.0812000036239624,0.10429999977350235,0.1307000070810318,0.15379999577999115,0.21452000737190247
wfpt.0,7,0.25200000405311584,0.16458174586296082,0.07123613357543945,0.08449999988079071,0.11860000342130661,0.14775000512599945,0.19724999368190765,0.2544499933719635,-0.14244705438613892,0.06476844847202301,0.0812000036239624,0.10429999977350235,0.1307000070810318,0.15379999577999115,0.21452000737190247
wfpt.0,8,0.25200000405311584,0.16458174586296082,0.07123613357543945,0.08449999988079071,0.11860000342130661,0.14775000512599945,0.19724999368190765,0.2544499933719635,-0.14244705438613892,0.06476844847202301,0.0812000036239624,0.10429999977350235,0.1307000070810318,0.15379999577999115,0.21452000737190247
wfpt.0,9,0.25200000405311584,0.16458174586296082,0.07123613357543945,0.08449999988079071,0.11860000342130661,0.14775000512599945,0.19724999368190765,0.2544499933719635,-0.14244705438613892,0.06476844847202301,0.0812000036239624,0.10429999977350235,0.1307000070810318,0.15379999577999115,0.21452000737190247
wfpt.0,10,0.25200000405311584,0.16458174586296082,0.07123613357543945,0.08449999988079071,0.11860000342130661,0.14775000512599945,0.19724999368190765,0.2544499933719635,-0.14244705438613892,0.06476844847202301,0.0812000036239624,0.10429999977350235,0.1307000070810318,0.15379999577999115,0.21452000737190247
wfpt.0,11,0.25200000405311584,0.16458174586296082,0.07123613357543945,0.08449999988079071,0.11860000342130661,0.14775000512599945,0.19724999368190765,0.2544499933719635,-0.14244705438613892,0.06476844847202301,0.0812000036239624,0.10429999977350235,0.1307000070810318,0.15379999577999115,0.21452000737190247
wfpt.0,12,0.25200000405311584,0.16458174586296082,0.07123613357543945,0.08449999988079071,0.11860000342130661,0.14775000512599945,0.19724999368190765,0.2544499933719635,-0.14244705438613892,0.06476844847202301,0.0812000036239624,0.10429999977350235,0.1307000070810318,0.15379999577999115,0.21452000737190247
wfpt.0,13,0.25200000405311584,0.16458174586296082,0.07123613357543945,0.08449999988079071,0.11860000342130661,0.14775000512599945,0.19724999368190765,0.2544499933719635,-0.14244705438613892,0.06476844847202301,0.0812000036239624,0.10429999977350235,0.1307000070810318,0.15379999577999115,0.21452000737190247
wfpt.0,14,0.25200000405311584,0.16458174586296082,0.07123613357543945,0.08449999988079071,0.11860000342130661,0.14775000512599945,0.19724999368190765,0.2544499933719635,-0.14244705438613892,0.06476844847202301,0.0812000036239624,0.10429999977350235,0.1307000070810318,0.15379999577999115,0.21452000737190247
wfpt.0,15,0.25200000405311584,0.16458174586296082,0.07123613357543945,0.08449999988079071,0.11860000342130661,0.14775000512599945,0.19724999368190765,0.2544499933719635,-0.14244705438613892,0.06476844847202301,0.0812000036239624,0.10429999977350235,0.1307000070810318,0.15379999577999115,0.21452000737190247
