t_std,1.000318175,TRUE,count true,88,1.002976426
,,,count false,0,0.999837074
z_subj_trans.0,1.001555614,TRUE,,,
,,,,,
z_subj_trans.16,1.000307304,TRUE,,,
,,,,,
z_subj_trans.13,1.000139769,TRUE,,,
,,,,,
v_subj.14,1.000040885,TRUE,,,
,,,,,
a_subj.5,1.00044127,TRUE,,,
,,,,,
t_subj.15,1.000217076,TRUE,,,
,,,,,
v_subj.2,0.999977857,TRUE,,,
,,,,,
t_subj.17,1.000143466,TRUE,,,
,,,,,
v_subj.11,0.999935814,TRUE,,,
,,,,,
v_subj.12,1.000083769,TRUE,,,
,,,,,
t,1.000329215,TRUE,,,
,,,,,
a_subj.6,1.000225024,TRUE,,,
,,,,,
v_subj.6,1.000165546,TRUE,,,
,,,,,
v_subj.16,1.000112256,TRUE,,,
,,,,,
a,1.000180666,TRUE,,,
,,,,,
a_subj.18,1.000692676,TRUE,,,
,,,,,
t_subj.19,0.999994462,TRUE,,,
,,,,,
a_subj.14,1.00032816,TRUE,,,
,,,,,
z_subj_trans.5,1.000549452,TRUE,,,
,,,,,
v_subj.7,1.000100055,TRUE,,,
,,,,,
v_subj.19,1.000926244,TRUE,,,
,,,,,
a_subj.13,1.000493773,TRUE,,,
,,,,,
t_subj.14,0.999938986,TRUE,,,
,,,,,
v_subj.8,0.99995129,TRUE,,,
,,,,,
a_subj.8,0.999988409,TRUE,,,
,,,,,
t_subj.16,1.000274579,TRUE,,,
,,,,,
v_subj.5,1.000101907,TRUE,,,
,,,,,
t_subj.13,1.000375323,TRUE,,,
,,,,,
z_subj_trans.15,1.000931774,TRUE,,,
,,,,,
z_subj_trans.9,1.000048555,TRUE,,,
,,,,,
z_std,1.002976426,TRUE,,,
,,,,,
t_subj.2,0.999989184,TRUE,,,
,,,,,
v,1.000106551,TRUE,,,
,,,,,
z_subj_trans.17,1.00036616,TRUE,,,
,,,,,
t_subj.0,0.99996342,TRUE,,,
,,,,,
v_subj.4,1.000122493,TRUE,,,
,,,,,
v_subj.3,1.000006158,TRUE,,,
,,,,,
z_subj_trans.10,0.999977682,TRUE,,,
,,,,,
z_subj_trans.1,1.000140465,TRUE,,,
,,,,,
z_subj_trans.2,1.000148137,TRUE,,,
,,,,,
v_subj.17,0.999837074,TRUE,,,
,,,,,
t_subj.1,1.000113068,TRUE,,,
,,,,,
z_trans,1.000890068,TRUE,,,
,,,,,
z_subj_trans.3,1.000744077,TRUE,,,
,,,,,
a_subj.7,1.000331272,TRUE,,,
,,,,,
v_subj.9,0.999985996,TRUE,,,
,,,,,
z_subj_trans.4,1.00008352,TRUE,,,
,,,,,
a_subj.0,1.000223468,TRUE,,,
,,,,,
a_std,1.001181397,TRUE,,,
,,,,,
t_subj.10,1.000016771,TRUE,,,
,,,,,
t_subj.6,0.999912282,TRUE,,,
,,,,,
a_subj.11,1.000555838,TRUE,,,
,,,,,
a_subj.3,1.000605772,TRUE,,,
,,,,,
t_subj.7,1.000110597,TRUE,,,
,,,,,
z_subj_trans.8,1.000162227,TRUE,,,
,,,,,
v_subj.13,1.000216477,TRUE,,,
,,,,,
t_subj.11,1.000577419,TRUE,,,
,,,,,
z_subj_trans.18,0.999931716,TRUE,,,
,,,,,
a_subj.12,1.000027599,TRUE,,,
,,,,,
v_std,1.000201098,TRUE,,,
,,,,,
a_subj.1,1.000322251,TRUE,,,
,,,,,
v_subj.0,1.000540439,TRUE,,,
,,,,,
z_subj_trans.7,1.000599875,TRUE,,,
,,,,,
a_subj.10,1.000266153,TRUE,,,
,,,,,
z_subj_trans.19,1.002018754,TRUE,,,
,,,,,
a_subj.15,1.00016799,TRUE,,,
,,,,,
a_subj.17,1.000224972,TRUE,,,
,,,,,
z_subj_trans.12,1.000618538,TRUE,,,
,,,,,
t_subj.8,0.999885333,TRUE,,,
,,,,,
t_subj.4,1.000098904,TRUE,,,
,,,,,
z_subj_trans.14,1.000078585,TRUE,,,
,,,,,
a_subj.9,1.000016585,TRUE,,,
,,,,,
v_subj.1,1.000008347,TRUE,,,
,,,,,
z_subj_trans.6,1.00054484,TRUE,,,
,,,,,
t_subj.3,1.000286185,TRUE,,,
,,,,,
v_subj.10,1.000118737,TRUE,,,
,,,,,
a_subj.2,0.999983437,TRUE,,,
,,,,,
t_subj.5,1.000316058,TRUE,,,
,,,,,
v_subj.18,1.000100593,TRUE,,,
,,,,,
z_subj_trans.11,1.00049338,TRUE,,,
,,,,,
t_subj.9,0.999845427,TRUE,,,
,,,,,
a_subj.4,1.000044389,TRUE,,,
,,,,,
a_subj.16,1.000157261,TRUE,,,
,,,,,
v_subj.15,1.000281515,TRUE,,,
,,,,,
t_subj.12,1.000142431,TRUE,,,
,,,,,
t_subj.18,1.000182992,TRUE,,,
,,,,,
a_subj.19,1.00006116,TRUE,,,
