,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a,1.68174729046,0.0187815305501,1.64527640451,1.66898449759,1.68152170544,1.69416215302,1.71915972265,0.000115777899959
a_std,0.25469977218,0.0139580456122,0.229118976515,0.245020519585,0.254159607994,0.263733909778,0.283648825008,8.22956888281e-05
a_subj.0,1.75680209279,0.0413755157365,1.6768913833,1.72882552481,1.75612339102,1.78464366795,1.83898812325,0.000205977934331
a_subj.1,1.79124958413,0.043173886961,1.70758529526,1.76197805597,1.7908517213,1.82016634428,1.87712617149,0.000181152465263
a_subj.2,1.85962960325,0.0739118607825,1.71747318912,1.80945735132,1.85894198916,1.908973136,2.00683712419,0.000394690619793
a_subj.3,1.79554430431,0.0376106470716,1.72234176558,1.77016535525,1.79543459015,1.82069429573,1.87022764261,0.000172696082515
a_subj.4,1.84069470846,0.119155513174,1.61172871848,1.75745206638,1.84008032687,1.92290473335,2.07348204402,0.00101973182275
a_subj.5,1.65133892989,0.123012867796,1.42796227904,1.56427553829,1.64577799701,1.73241956347,1.9071552061,0.00133400994038
a_subj.6,1.72400589737,0.104614828458,1.52770113797,1.65088946325,1.72153026962,1.79414541719,1.93502539485,0.000757038126301
a_subj.7,1.58964055215,0.0384594784514,1.51637888394,1.56333421026,1.58927828935,1.61513977838,1.66714462102,0.000173885524627
a_subj.8,1.47526839148,0.0468943457888,1.38833864093,1.44262231206,1.47400081344,1.50627017952,1.56997524533,0.000216743802659
a_subj.9,1.65910414443,0.0359155776177,1.58923771135,1.63470637796,1.65901919402,1.6834051777,1.72974060313,0.00016196104216
a_subj.10,1.78739920147,0.0838507601638,1.62504718507,1.72999871435,1.78697404522,1.84476365143,1.95191419032,0.00057283876971
a_subj.11,1.85194877438,0.0815961594823,1.69316769849,1.79578337639,1.85237445625,1.90727906359,2.00996258714,0.000584895337044
a_subj.12,1.76454015363,0.0723512104707,1.62822812789,1.71479171291,1.76219954381,1.81240675023,1.9119658183,0.00037355472262
a_subj.13,1.54480852081,0.0402835829165,1.46841716639,1.5173615525,1.54391164717,1.57168301067,1.62555172483,0.00016717938927
a_subj.14,1.84297398565,0.0506168458337,1.74473020543,1.80857692433,1.84284391345,1.87718427064,1.94308479329,0.00024445063908
a_subj.15,1.64931706251,0.0362482377388,1.57864417758,1.62469063107,1.64908340901,1.67366187719,1.72101656642,0.000176416201462
a_subj.16,1.38772421526,0.0337974038783,1.32232416987,1.36494315395,1.38722823175,1.41027624024,1.45542172314,0.000158077272546
a_subj.17,2.05402201706,0.0527573635944,1.9518281872,2.01807699467,2.05352965559,2.08946199108,2.15869308944,0.000242677915582
a_subj.18,1.36970199294,0.0319253339363,1.30869224448,1.34811604625,1.36909352451,1.39068625762,1.43427775655,0.000136300202881
a_subj.19,1.64472941889,0.0558567620339,1.5379397052,1.60641913138,1.64374261871,1.68140580519,1.7586937612,0.000273942199311
a_subj.20,1.4221173518,0.0351174287475,1.3549633997,1.39833395903,1.42156148828,1.44561763888,1.49240392973,0.000161677190022
a_subj.21,1.84124707597,0.108923463263,1.62907357851,1.76643450368,1.84122467821,1.91545431887,2.054761434,0.00107999848679
a_subj.22,1.54725468597,0.0551019073903,1.44452829886,1.50934972102,1.54557857719,1.58333064603,1.66022152098,0.000315250372185
a_subj.23,1.65134890021,0.0386384421991,1.57685036422,1.62480225323,1.65102118941,1.67698215894,1.72884543237,0.000187133720937
a_subj.24,1.68915095813,0.0611575165329,1.57542177204,1.6465659121,1.68721315208,1.72957345788,1.81549940835,0.000284844781068
a_subj.25,1.59977208312,0.076395876563,1.4597432528,1.54709196537,1.59630465402,1.64841211221,1.76116031558,0.000514126479128
a_subj.26,1.41400873382,0.102471470087,1.23608898214,1.3408200488,1.40680199087,1.47879278204,1.63572988281,0.00111253203066
a_subj.27,2.07620563008,0.0450779186381,1.9893499426,2.04549182644,2.07547117258,2.10620647566,2.16648280575,0.000190379942298
a_subj.28,1.73355374536,0.0553806660146,1.6268507906,1.6960107829,1.73310167944,1.77073729726,1.84329859618,0.00027131388649
a_subj.29,2.07192224211,0.047620721223,1.98046815823,2.03966805288,2.07135632943,2.10366183303,2.16637937484,0.000211526235654
a_subj.30,1.84593028138,0.0774417975522,1.6996286135,1.79258778239,1.84400472315,1.89734386595,2.00247767623,0.000467357788591
a_subj.31,2.04116024825,0.0486912541219,1.94685107002,2.00788322113,2.04093851148,2.07386151107,2.13788776839,0.000228175814465
a_subj.32,1.67391721764,0.0371477170801,1.6011720936,1.64894979049,1.67376938286,1.69863496293,1.74712026001,0.000156626893989
a_subj.33,1.20959283975,0.0321865913124,1.14856325572,1.18762136317,1.20908265763,1.23067969589,1.27479219248,0.000152997406647
a_subj.34,1.50109859841,0.0358184372223,1.4318952495,1.47674859113,1.50080571451,1.5247786383,1.5728406746,0.000145589339712
a_subj.35,2.09611078527,0.0796513856596,1.94007377954,2.0420471125,2.09623876281,2.14990963583,2.2523188034,0.000375157419071
a_subj.36,1.2920509793,0.0357298759963,1.22393492786,1.26756550915,1.29136490855,1.3158797651,1.36349322296,0.000183175958154
a_subj.37,1.76608888305,0.0784943795881,1.61599602995,1.71184773387,1.76437095343,1.81867945444,1.92320702828,0.000469177545361
a_subj.38,1.25889358224,0.0275467595972,1.20635335482,1.24019345219,1.25841034648,1.27733441636,1.31405113785,0.000125206813476
a_subj.39,1.40855209426,0.0401749321019,1.33289564701,1.38107983,1.40724350987,1.43493567692,1.49089126744,0.000175982071804
a_subj.40,1.39691682673,0.0308411711761,1.33764654453,1.37612937414,1.39627720335,1.41745184479,1.45901903292,0.000137763742789
a_subj.41,1.58709294113,0.0529483504957,1.4864451138,1.55088010706,1.58605356262,1.62206209607,1.69438769892,0.000294898405342
a_subj.42,2.06285747698,0.0496449192069,1.96784472216,2.02905809111,2.06227422052,2.09587213488,2.16148987846,0.000194345251608
a_subj.43,1.25251390039,0.0369885908774,1.18306868393,1.22695920252,1.25166400708,1.27669669522,1.32756808789,0.000166976747042
a_subj.44,1.46991762763,0.0326336674253,1.40682680122,1.44768882284,1.46935463851,1.4917556004,1.53508581186,0.00013780490679
a_subj.45,1.50368746851,0.0838935682951,1.35078857034,1.4456631163,1.49953236743,1.55736985961,1.67989087967,0.000616094697104
a_subj.46,1.61763098659,0.0524832544996,1.51902773158,1.58148032147,1.61643800296,1.65257613775,1.72376866028,0.000234959037571
a_subj.47,1.76215248084,0.0650295675542,1.63902941849,1.71707764413,1.76094584381,1.80589519612,1.893372909,0.00033665113547
a_subj.48,1.97919538386,0.127420644936,1.72941093471,1.89178461675,1.97886773357,2.06687676675,2.22681059929,0.0010543993805
a_subj.49,2.03286293281,0.0813954476991,1.87345484879,1.97783220004,2.03278714147,2.08793843188,2.19251977942,0.000482772689473
a_subj.50,1.49362626825,0.0348917776454,1.42701434578,1.47005784859,1.49284396521,1.51654525266,1.56433128081,0.000177088035477
a_subj.51,2.00817929961,0.0449213156564,1.92097927767,1.97754179734,2.00779682511,2.03830004558,2.09745025595,0.000206697981336
a_subj.52,2.12613451143,0.0572961175733,2.01545254331,2.08692155181,2.1257974957,2.16413135085,2.23938963818,0.000262002406685
a_subj.53,1.90253516781,0.0479112699066,1.80917111655,1.87010041649,1.90228082112,1.93461769601,1.99775257638,0.000245707297349
a_subj.54,1.50239801139,0.049055937526,1.41022693697,1.46871824729,1.50079527944,1.53450172198,1.60266828711,0.000235449018936
a_subj.55,2.02029200183,0.0580759017798,1.9079549223,1.98090456923,2.01934500789,2.05890737986,2.13670248427,0.000299296006154
a_subj.56,1.75307001656,0.054829902118,1.64702550818,1.71581087917,1.75257608428,1.78984487717,1.86285171728,0.000251313226022
a_subj.57,1.43919275018,0.0754164503772,1.30703454759,1.38634051555,1.43408399398,1.48608620638,1.60215605701,0.00050204879812
a_subj.58,1.58225555391,0.0356767225962,1.51351021242,1.55803615095,1.58187071684,1.60615281598,1.65300478138,0.000158336803315
a_subj.59,1.36193425251,0.0334141711045,1.29873091217,1.33892153452,1.36124689854,1.38417118038,1.42925097079,0.000156338291136
a_subj.60,1.72268116377,0.0695671289953,1.59065450354,1.67502618258,1.72097899175,1.76843316977,1.86367172623,0.00035984694108
a_subj.61,1.77046484068,0.149131530224,1.49098649137,1.66582333447,1.7667958781,1.87060812551,2.07123026109,0.00198246575229
a_subj.62,1.98084294839,0.0807888256836,1.82330085343,1.92581075062,1.98088288541,2.03552051799,2.13993832638,0.000447504528484
a_subj.63,1.23086780339,0.0276009998763,1.17806360655,1.21204096411,1.23054550925,1.24926411103,1.28615703658,0.000121555769302
a_subj.64,2.06369055677,0.0415244844285,1.98249509268,2.03546172485,2.06337418751,2.09165677059,2.14562767386,0.000179294367534
a_subj.65,1.35052974432,0.0297933305859,1.29363932833,1.33025775997,1.34979433002,1.37052800041,1.40993592656,0.000121763897742
a_subj.66,1.40234816634,0.0419462328194,1.3219148063,1.3737179737,1.40159894789,1.43019833418,1.48666041569,0.000218297757019
a_subj.67,1.82117311271,0.0745510751884,1.67881553776,1.77012872205,1.81988733344,1.87130069687,1.97006675512,0.000416018454742
a_subj.68,1.59842105308,0.0363040262968,1.52883711618,1.57365853785,1.59782797041,1.62253522452,1.67194586916,0.000140881001451
a_subj.69,2.03293437182,0.105047818902,1.82986529472,1.96087232859,2.03262436445,2.10431598069,2.2394244517,0.00080904654529
a_subj.70,1.8150049438,0.0568696436202,1.70695793319,1.77602840958,1.81370005961,1.85291937249,1.92995392921,0.000270410119329
a_subj.71,1.55746686469,0.0439337782997,1.47381184161,1.5273479546,1.55691313899,1.58671305063,1.64602131873,0.000199637223997
a_subj.72,1.82793328413,0.0474483918147,1.73581034449,1.79573725101,1.82747946556,1.85980394989,1.92213037351,0.000246951703693
a_subj.73,1.55125908115,0.0340946478585,1.48546575592,1.52790079899,1.5508532568,1.57407863345,1.61918739987,0.000142241456758
a_subj.74,1.28743300229,0.0446328343502,1.20372102554,1.25694123467,1.28621163444,1.31709622605,1.37773916701,0.000202566151912
a_subj.75,1.68839534694,0.052867975936,1.58735861499,1.65215392603,1.68734564413,1.72374091878,1.79447483424,0.000275089404363
a_subj.76,1.51720909247,0.0578072633981,1.40840623307,1.47770738007,1.51545904768,1.55490799593,1.63574229302,0.000303202427183
a_subj.77,1.85971934751,0.0616514539763,1.74340154132,1.81726518169,1.85847038824,1.90061044244,1.98482175532,0.000331462605701
a_subj.78,1.38257110806,0.0303221437069,1.32469026017,1.36209614806,1.3822424945,1.40242997158,1.44353270934,0.00012542967963
a_subj.79,2.02359715521,0.043165815804,1.93924830145,1.99458771682,2.02365464639,2.05251227833,2.10868744342,0.000188007981877
a_subj.80,2.01562663902,0.0447243387166,1.92892695313,1.98515353466,2.01536968507,2.04549176991,2.10426748849,0.000196083391796
a_subj.81,1.71042693131,0.137878938243,1.45384923544,1.61415552593,1.70691505498,1.80227255375,1.99044882363,0.00168363765527
a_subj.82,1.73643656253,0.133885315461,1.49039351818,1.64198732443,1.73129200339,1.82575623497,2.00998891486,0.00155374141768
a_subj.83,1.40013305111,0.0359655323569,1.33198150048,1.37536820501,1.39949655848,1.4239939575,1.47238247538,0.00018275713973
a_subj.84,1.71781043042,0.101920522074,1.52130840624,1.64795726632,1.71715823187,1.78723195973,1.91827801683,0.000860769357082
