stat,observed,mean,std,SEM,MSE,credible,quantile,mahalanobis
accuracy,0.6573604345321655,0.6603655219078064,0.29557231068611145,9.030721230374184e-06,0.08737201243638992,True,50.0,0.010167108848690987
mean_ub,1.1340540647506714,1.1420519351959229,0.13961371779441833,6.396610115189105e-05,0.01955595798790455,True,52.6315803527832,0.05728578194975853
std_ub,0.36262577772140503,0.29293787479400635,0.1301926076412201,0.004856405779719353,0.021806519478559494,True,68.42105102539062,0.5352678298950195
10q_ub,0.75,0.8609473705291748,0.13232913613319397,0.012309319339692593,0.029820315539836884,True,23.710525512695312,0.8384197950363159
30q_ub,0.9200000166893005,0.9725264310836792,0.1420045793056488,0.0027590258978307247,0.022924315184354782,True,47.3684196472168,0.36989250779151917
50q_ub,1.0700000524520874,1.0731579065322876,0.15627415478229523,9.972373845812399e-06,0.024431582540273666,True,52.6315803527832,0.02020747773349285
70q_ub,1.2400000095367432,1.233210563659668,0.1684325784444809,4.609644747688435e-05,0.028415631502866745,True,52.6315803527832,0.040309518575668335
90q_ub,1.5720000267028809,1.439894676208496,0.2838895320892334,0.0174518171697855,0.09804505854845047,True,68.42105102539062,0.46534058451652527
mean_lb,-1.1856296062469482,-1.1691173315048218,0.18904058635234833,0.00027265597600489855,0.03600900620222092,True,50.0,0.08734790235757828
std_lb,0.39188170433044434,0.24260547757148743,0.16986879706382751,0.022283392027020454,0.051138803362846375,True,77.77777862548828,0.8787736892700195
10q_lb,0.8040000200271606,0.9357221722602844,0.18174272775650024,0.017350731417536736,0.05038115754723549,True,22.22222137451172,0.7247727513313293
30q_lb,0.9700000286102295,1.0373332500457764,0.174986332654953,0.004533766768872738,0.03515399247407913,True,27.77777862548828,0.3847914934158325
50q_lb,1.0800000429153442,1.1236110925674438,0.18607649207115173,0.0019019274041056633,0.0365263856947422,True,44.44444274902344,0.2343718558549881
70q_lb,1.2380000352859497,1.2316110134124756,0.2237846553325653,4.081914812559262e-05,0.050120387226343155,True,55.55555725097656,0.028549708425998688
90q_lb,1.7000000476837158,1.4553333520889282,0.3563034236431122,0.059861768037080765,0.18681395053863525,True,72.22222137451172,0.6866806149482727
