stat,observed,mean,std,SEM,MSE,credible,quantile,mahalanobis
accuracy,0.6384615302085876,0.6363502144813538,0.32920676469802856,4.4576891014003195e-06,0.10838154703378677,True,40.0,0.006413367576897144
mean_ub,1.1981526613235474,1.1992478370666504,0.18799494206905365,1.1995213071713806e-06,0.03534330055117607,True,50.0,0.005825830157846212
std_ub,0.3815438449382782,0.2995818257331848,0.142904132604599,0.006717772223055363,0.027139365673065186,True,80.0,0.5735454559326172
10q_ub,0.8199999928474426,0.9192500114440918,0.16777779161930084,0.009850564412772655,0.0379999503493309,True,25.0,0.5915563106536865
30q_ub,0.9700000286102295,1.0303000211715698,0.169452965259552,0.003636092646047473,0.032350387424230576,True,45.0,0.35585108399391174
50q_ub,1.1100000143051147,1.1407500505447388,0.19630509614944458,0.0009455655817873776,0.039481256157159805,True,55.0,0.15664418041706085
70q_ub,1.2799999713897705,1.2661000490188599,0.2266944795846939,0.00019320863066241145,0.05158359929919243,True,65.0,0.06131578981876373
90q_ub,1.722000002861023,1.5590500831604004,0.3559502065181732,0.026552675291895866,0.1532532274723053,True,65.0,0.45778852701187134
mean_lb,-1.2565957307815552,-1.3014951944351196,0.3666594326496124,0.0020159606356173754,0.13645510375499725,True,36.842105865478516,0.12245546281337738
std_lb,0.47369205951690674,0.29196101427078247,0.18972639739513397,0.03302616998553276,0.0690222755074501,True,89.47368621826172,0.9578584432601929
10q_lb,0.7900000214576721,1.0325263738632202,0.3269434869289398,0.05881904065608978,0.16571104526519775,True,26.3157901763916,0.7417990565299988
30q_lb,0.9700000286102295,1.1348947286605835,0.3322204053401947,0.027190271764993668,0.1375606805086136,True,39.5,0.496341347694397
50q_lb,1.149999976158142,1.2452630996704102,0.3830365836620331,0.009075058624148369,0.15579210221767426,True,55.28947448730469,0.2487049698829651
70q_lb,1.2999999523162842,1.4141579866409302,0.4693356156349182,0.013032046146690845,0.23330794274806976,True,63.157894134521484,0.24323315918445587
90q_lb,1.899999976158142,1.5974737405776978,0.4910070598125458,0.09152213484048843,0.3326100707054138,True,84.21052551269531,0.6161342263221741
