a_subj.6,1.000600347,TRUE,,count true,66,1.005762601
,,,,count false,0,0.999868139
t_subj.4,0.999974492,TRUE,,,,
,,,,,,
t_subj.18,0.999951958,TRUE,,,,
,,,,,,
a_subj.2,1.002315641,TRUE,,,,
,,,,,,
a_subj.5,1.001607175,TRUE,,,,
,,,,,,
z_subj_trans.1,1.000067672,TRUE,,,,
,,,,,,
a_subj.12,1.001243437,TRUE,,,,
,,,,,,
z_subj_trans.10,0.99990273,TRUE,,,,
,,,,,,
z_subj_trans.16,0.99995058,TRUE,,,,
,,,,,,
z_subj_trans.8,1.000124292,TRUE,,,,
,,,,,,
a_subj.18,1.00039332,TRUE,,,,
,,,,,,
a_std,1.005762601,TRUE,,,,
,,,,,,
z_subj_trans.13,1.000147035,TRUE,,,,
,,,,,,
z_subj_trans.11,1.000246069,TRUE,,,,
,,,,,,
z_subj_trans.3,1.000263699,TRUE,,,,
,,,,,,
z_subj_trans.19,1.000012163,TRUE,,,,
,,,,,,
z_subj_trans.18,0.999976856,TRUE,,,,
,,,,,,
z_subj_trans.7,1.000342818,TRUE,,,,
,,,,,,
a_subj.14,1.000417347,TRUE,,,,
,,,,,,
a_subj.15,1.00088784,TRUE,,,,
,,,,,,
t_std,1.000303202,TRUE,,,,
,,,,,,
t_subj.10,0.999967582,TRUE,,,,
,,,,,,
z_subj_trans.6,1.000042698,TRUE,,,,
,,,,,,
a_subj.17,1.001624259,TRUE,,,,
,,,,,,
t_subj.15,1.000072207,TRUE,,,,
,,,,,,
a_subj.13,1.001081278,TRUE,,,,
,,,,,,
t,1.000335923,TRUE,,,,
,,,,,,
t_subj.7,1.000131362,TRUE,,,,
,,,,,,
t_subj.1,1.000327361,TRUE,,,,
,,,,,,
a_subj.19,1.0004966,TRUE,,,,
,,,,,,
t_subj.19,1.000123383,TRUE,,,,
,,,,,,
a_subj.7,1.000540156,TRUE,,,,
,,,,,,
a_subj.3,1.000459125,TRUE,,,,
,,,,,,
t_subj.11,1.000346817,TRUE,,,,
,,,,,,
a_subj.10,1.000480671,TRUE,,,,
,,,,,,
z_std,0.999965585,TRUE,,,,
,,,,,,
z_subj_trans.9,0.999989096,TRUE,,,,
,,,,,,
t_subj.6,1.000096581,TRUE,,,,
,,,,,,
t_subj.16,1.000224817,TRUE,,,,
,,,,,,
a_subj.9,1.000464729,TRUE,,,,
,,,,,,
z_trans,1.000035504,TRUE,,,,
,,,,,,
t_subj.3,1.000265011,TRUE,,,,
,,,,,,
t_subj.5,1.000520451,TRUE,,,,
,,,,,,
t_subj.14,1.000438144,TRUE,,,,
,,,,,,
a_subj.16,1.002053289,TRUE,,,,
,,,,,,
a_subj.1,1.001397278,TRUE,,,,
,,,,,,
z_subj_trans.15,0.999926434,TRUE,,,,
,,,,,,
z_subj_trans.5,0.999868139,TRUE,,,,
,,,,,,
t_subj.0,1.000121977,TRUE,,,,
,,,,,,
z_subj_trans.0,1.000402142,TRUE,,,,
,,,,,,
t_subj.17,1.003188874,TRUE,,,,
,,,,,,
z_subj_trans.2,0.999889863,TRUE,,,,
,,,,,,
t_subj.2,1.001259557,TRUE,,,,
,,,,,,
t_subj.8,1.000243866,TRUE,,,,
,,,,,,
z_subj_trans.14,1.000259801,TRUE,,,,
,,,,,,
a_subj.0,1.001710853,TRUE,,,,
,,,,,,
z_subj_trans.17,1.000748132,TRUE,,,,
,,,,,,
a_subj.11,1.001608,TRUE,,,,
,,,,,,
z_subj_trans.12,1.000029479,TRUE,,,,
,,,,,,
t_subj.9,1.001320909,TRUE,,,,
,,,,,,
t_subj.12,1.003397891,TRUE,,,,
,,,,,,
z_subj_trans.4,1.000114696,TRUE,,,,
,,,,,,
a,1.0021413,TRUE,,,,
,,,,,,
a_subj.4,1.000452625,TRUE,,,,
,,,,,,
t_subj.13,1.000521104,TRUE,,,,
,,,,,,
a_subj.8,1.000476394,TRUE,,,,
