,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a,1.68473968743,0.0191367989658,1.64798132832,1.67180169317,1.68453230565,1.69753978921,1.72264499905,9.37669664967e-05
a_std,0.258416908028,0.0142552087851,0.232230699931,0.248485308805,0.257857453428,0.267617748719,0.28833181531,7.36133613162e-05
a_subj.0,1.75644362187,0.0413042457961,1.67705654255,1.72823648954,1.75615047925,1.78442342601,1.83834004828,0.000203263003321
a_subj.1,1.79797629275,0.0447101183832,1.71191512162,1.76754259018,1.79740810117,1.82761704348,1.88716721798,0.000190106571324
a_subj.2,1.8844822817,0.0862452239812,1.727386416,1.82401667147,1.88066816582,1.93979381833,2.06432077474,0.000507388336867
a_subj.3,1.79469109278,0.0377054308435,1.72132143106,1.76910353712,1.79451046843,1.82004291979,1.86937754674,0.000189578862729
a_subj.4,1.82298652839,0.130785300148,1.58253398392,1.73177284988,1.81810840944,1.90900919839,2.09241108401,0.00116458602093
a_subj.5,1.66848760992,0.131512047085,1.43367644952,1.57537304822,1.66077125242,1.75394189874,1.94554795501,0.00148158137859
a_subj.6,1.73672822287,0.114361057955,1.52563766976,1.65691333771,1.73164971802,1.81176249792,1.97303711872,0.000865909484002
a_subj.7,1.59410228867,0.0386833093634,1.52041583148,1.56774794498,1.5935740162,1.62004443497,1.67155736671,0.000164205487068
a_subj.8,1.47415215133,0.046450444009,1.38721146514,1.44199458616,1.4728289466,1.50472998835,1.57021985883,0.000229178082475
a_subj.9,1.65734543315,0.0362139029233,1.58720056047,1.63260204963,1.65707336793,1.68175874921,1.72885706519,0.000159351277348
a_subj.10,1.82477491098,0.0999540169333,1.64015788087,1.75543819355,1.82167329795,1.88913738443,2.03010472203,0.000651752530469
a_subj.11,1.8714423739,0.0984617714251,1.68990815589,1.80287586219,1.86715286324,1.93554273886,2.0759339589,0.00069472878065
a_subj.12,1.74851524652,0.0711672232604,1.61652158814,1.6993990949,1.74628935069,1.79430502571,1.89532383095,0.000381199000448
a_subj.13,1.54536315423,0.0403555620526,1.4682415081,1.51783490722,1.54464877504,1.57213792655,1.62635393623,0.000188385323754
a_subj.14,1.86693494857,0.0570650792056,1.75819661425,1.8280225904,1.86581324905,1.9042961022,1.98264248918,0.000266237750481
a_subj.15,1.64624020162,0.036701638808,1.57536161555,1.62113590462,1.64577857402,1.67077361321,1.71987010401,0.000178549654905
a_subj.16,1.38768245993,0.0335449724545,1.32367834547,1.36502163795,1.38717987765,1.4100131221,1.454625607,0.000147241254457
a_subj.17,2.08226184601,0.0613360855142,1.9662762102,2.04009961785,2.08093837888,2.12245323311,2.20792451381,0.000274882736268
a_subj.18,1.36983635928,0.0321097203743,1.30861590374,1.34776840743,1.36948458245,1.39116730998,1.43426516337,0.000143168665296
a_subj.19,1.64750164171,0.0569967080922,1.54044769958,1.60836323654,1.64619190637,1.68496701152,1.7637822269,0.000245415089927
a_subj.20,1.42249466233,0.0351585734584,1.35509677132,1.39852949582,1.42213996601,1.44567089231,1.49270032616,0.000165682941504
