node,sample,,rt_sampled,response_sampled,index,subj_idx,rt,response
wfpt.0,0,0,0.698268471870437,1.0,0,0,1.22,1
wfpt.0,0,1,-0.6565684718540153,0.0,1,0,-0.98,0
wfpt.0,0,2,-1.245368471855258,0.0,2,0,1.21,1
wfpt.0,0,3,0.7387684718705224,1.0,3,0,-1.12,0
wfpt.0,0,4,0.737168471870519,1.0,4,0,-1.01,0
wfpt.0,0,5,0.7234684718704906,1.0,5,0,-1.09,0
wfpt.0,0,6,0.7573684718705617,1.0,6,0,-2.2,0
wfpt.0,0,7,-0.7632684718542405,0.0,7,0,-1.01,0
wfpt.0,0,8,-0.78196847185428,0.0,8,0,0.69,1
wfpt.0,0,9,-0.7754684718542663,0.0,9,0,-0.79,0
wfpt.0,0,10,0.7861684718706224,1.0,10,0,-0.6799999999999999,0
wfpt.0,0,11,-0.8802684718544874,0.0,11,0,-0.99,0
wfpt.0,0,12,0.7569684718705608,1.0,12,0,-1.09,0
wfpt.0,0,13,1.4453684718720137,1.0,13,0,0.98,1
wfpt.0,0,14,0.6613684718703591,1.0,14,0,1.0,1
wfpt.0,0,15,-0.8694684718544646,0.0,15,0,-0.8300000000000001,0
wfpt.0,0,16,0.6914684718704226,1.0,16,0,0.6699999999999999,1
wfpt.0,0,17,0.6638684718703644,1.0,17,0,-1.12,0
wfpt.0,0,18,-0.8983684718545256,0.0,18,0,1.02,1
wfpt.0,0,19,0.677468471870393,1.0,19,0,-0.71,0
wfpt.0,1,0,0.7899420812948585,1.0,0,0,1.22,1
wfpt.0,1,1,-0.9802420812789265,0.0,1,0,-0.98,0
wfpt.0,1,2,-0.9381420812788377,0.0,2,0,1.21,1
wfpt.0,1,3,0.8109420812949029,1.0,3,0,-1.12,0
wfpt.0,1,4,-0.8158420812785796,0.0,4,0,-1.01,0
wfpt.0,1,5,0.7796420812948373,1.0,5,0,-1.09,0
wfpt.0,1,6,-1.0551420812790846,0.0,6,0,-2.2,0
wfpt.0,1,7,0.8418420812949676,1.0,7,0,-1.01,0
wfpt.0,1,8,-0.7168420812783707,0.0,8,0,0.69,1
wfpt.0,1,9,0.6969420812946623,1.0,9,0,-0.79,0
