a_subj.4,1.001827704,TRUE,,count true,44,1.004056976
,,,,count false,0,0.999915351
a_subj.5,1.000829699,TRUE,,,,
,,,,,,
t_subj.18,1.000171332,TRUE,,,,
,,,,,,
t_subj.3,0.9999769,TRUE,,,,
,,,,,,
t_subj.5,1.000110618,TRUE,,,,
,,,,,,
a_std,1.004056976,TRUE,,,,
,,,,,,
t_subj.9,1.000326331,TRUE,,,,
,,,,,,
a_subj.3,1.000408623,TRUE,,,,
,,,,,,
a_subj.16,1.002251298,TRUE,,,,
,,,,,,
t_subj.8,1.000264001,TRUE,,,,
,,,,,,
a_subj.10,1.000720034,TRUE,,,,
,,,,,,
t_subj.11,1.000208055,TRUE,,,,
,,,,,,
t_subj.16,1.000469947,TRUE,,,,
,,,,,,
a_subj.13,1.00037628,TRUE,,,,
,,,,,,
t_subj.4,1.000059539,TRUE,,,,
,,,,,,
t_subj.2,1.000317597,TRUE,,,,
,,,,,,
a_subj.14,1.00084179,TRUE,,,,
,,,,,,
t_subj.14,1.000305338,TRUE,,,,
,,,,,,
a_subj.7,1.000754035,TRUE,,,,
,,,,,,
t,1.000289043,TRUE,,,,
,,,,,,
t_subj.6,1.000070956,TRUE,,,,
,,,,,,
a_subj.0,1.000271043,TRUE,,,,
,,,,,,
a_subj.12,1.001019426,TRUE,,,,
,,,,,,
t_subj.10,1.000695687,TRUE,,,,
,,,,,,
t_subj.15,1.000062012,TRUE,,,,
,,,,,,
a,1.002069426,TRUE,,,,
,,,,,,
t_subj.0,1.000041369,TRUE,,,,
,,,,,,
a_subj.6,1.000745105,TRUE,,,,
,,,,,,
a_subj.1,1.001022126,TRUE,,,,
,,,,,,
a_subj.11,1.001340252,TRUE,,,,
,,,,,,
a_subj.2,1.001641229,TRUE,,,,
,,,,,,
t_subj.12,1.000418394,TRUE,,,,
,,,,,,
a_subj.17,1.00057252,TRUE,,,,
,,,,,,
a_subj.19,1.000659859,TRUE,,,,
,,,,,,
t_subj.19,0.999986561,TRUE,,,,
,,,,,,
t_std,0.999915351,TRUE,,,,
,,,,,,
t_subj.7,1.000263504,TRUE,,,,
,,,,,,
t_subj.1,1.000120615,TRUE,,,,
,,,,,,
a_subj.9,1.000463697,TRUE,,,,
,,,,,,
t_subj.17,1.00005458,TRUE,,,,
,,,,,,
t_subj.13,1.000277995,TRUE,,,,
,,,,,,
a_subj.8,1.000603176,TRUE,,,,
,,,,,,
a_subj.18,1.000521204,TRUE,,,,
,,,,,,
a_subj.15,1.00039783,TRUE,,,,
