stat,observed,mean,std,SEM,MSE,credible,quantile,mahalanobis
accuracy,0.5688775777816772,0.5338158011436462,0.3451366424560547,0.0012293263571336865,0.12034864723682404,True,45.0,0.10158802568912506
mean_ub,1.1826906204223633,1.199497103691101,0.22513169050216675,0.000282459135632962,0.050966739654541016,True,57.894737243652344,0.07465195655822754
std_ub,0.37836316227912903,0.28522735834121704,0.18937323987483978,0.008674276992678642,0.04453650116920471,True,73.68421173095703,0.49181076884269714
10q_ub,0.7919999957084656,0.9198946356773376,0.14056873321533203,0.01635703817009926,0.03611662983894348,True,21.052631378173828,0.909837007522583
30q_ub,0.9700000286102295,1.0459474325180054,0.18968269228935242,0.005768012721091509,0.04174752160906792,True,42.105262756347656,0.40039199590682983
50q_ub,1.1299999952316284,1.1623684167861938,0.2255832701921463,0.0010477143805474043,0.05193552002310753,True,60.55263137817383,0.14348766207695007
70q_ub,1.2640000581741333,1.297105312347412,0.28951701521873474,0.001095961662940681,0.08491606265306473,True,60.55263137817383,0.1143466904759407
90q_ub,1.5980000495910645,1.5110526084899902,0.37354904413223267,0.007559848949313164,0.14709876477718353,True,68.42105102539062,0.23276031017303467
mean_lb,-1.2402958869934082,-1.1927685737609863,0.16480326652526855,0.002258842810988426,0.02941896952688694,True,50.0,0.2883879840373993
std_lb,0.34934836626052856,0.325706422328949,0.14928707480430603,0.0005589422071352601,0.022845573723316193,True,66.66666412353516,0.15836574137210846
10q_lb,0.9160000085830688,0.8924999833106995,0.11248370260000229,0.0005522507708519697,0.01320483349263668,True,55.55555725097656,0.20891930162906647
30q_lb,1.0199999809265137,1.0138332843780518,0.13496635854244232,3.8028381823096424e-05,0.01825394481420517,True,55.55555725097656,0.045690760016441345
50q_lb,1.1699999570846558,1.1313889026641846,0.1364409327507019,0.001490816823206842,0.02010694518685341,True,58.36111068725586,0.2829876244068146
70q_lb,1.3580000400543213,1.2688888311386108,0.19825345277786255,0.007940800860524178,0.04724523052573204,True,61.11111068725586,0.4494810402393341
90q_lb,1.649999976158142,1.5525555610656738,0.3424611985683441,0.009495418518781662,0.1267750859260559,True,72.22222137451172,0.2845415472984314
