stat,observed,mean,std,SEM,MSE,credible,quantile,mahalanobis
accuracy,0.49042999744415283,0.49042999744415283,0.29825693368911743,6.5323544851721165e-18,0.08895719796419144,True,52.5,8.569279508208183e-09
mean_ub,0.2649194598197937,0.27788853645324707,0.05096576362848282,0.00016819672600831836,0.002765706507489085,True,38.5,0.2544662654399872
std_ub,0.16768695414066315,0.15808545053005219,0.042703576385974884,9.218888590112329e-05,0.0019157843198627234,True,58.5,0.22484076023101807
10q_ub,0.1152999997138977,0.12769204378128052,0.017303792759776115,0.00015356275252997875,0.0004529841535259038,True,24.262500762939453,0.7161461114883423
30q_ub,0.1648000031709671,0.1815606951713562,0.028028441593050957,0.00028092091088183224,0.0010665145236998796,True,26.012500762939453,0.5979888439178467
50q_ub,0.2176000028848648,0.2363934963941574,0.04180260747671127,0.0003531955007929355,0.002100653713569045,True,31.262500762939453,0.44957712292671204
70q_ub,0.2957000136375427,0.3135722577571869,0.062223006039857864,0.00031941759516485035,0.004191119223833084,True,34.26250076293945,0.28722909092903137
90q_ub,0.4736799895763397,0.4775536358356476,0.10450196266174316,1.5005054592620581e-05,0.010935666039586067,True,48.0,0.03706758841872215
mean_lb,-0.2584151327610016,-0.2740611135959625,0.05384185537695885,0.00024479703279212117,0.0031437408179044724,True,59.29648208618164,0.29059159755706787
std_lb,0.16134294867515564,0.15430009365081787,0.04320233687758446,4.9601701903156936e-05,0.0019160436931997538,True,61.809043884277344,0.163020059466362
10q_lb,0.11309999972581863,0.12576326727867126,0.01977035589516163,0.00016035833687055856,0.0005512253264896572,True,25.628141403198242,0.6405179500579834
30q_lb,0.1615000069141388,0.17933271825313568,0.02981865592300892,0.0003180058265570551,0.001207157620228827,True,26.14321517944336,0.5980389714241028
50q_lb,0.21320000290870667,0.2342160940170288,0.04504045471549034,0.0004416762094479054,0.0024703184608370066,True,33.165828704833984,0.4666048288345337
70q_lb,0.2890999913215637,0.31184622645378113,0.06771028786897659,0.0005173908430151641,0.005102074239403009,True,36.444725036621094,0.335934579372406
90q_lb,0.4596000015735626,0.47072768211364746,0.10987832397222519,0.0001238253025803715,0.012197072617709637,True,49.74874496459961,0.10127276927232742
