node,sample,,rt_sampled,response_sampled,index,subj_idx,rt,response
wfpt.0,0,0,1.1275623659966987,1.0,0,0,0.8799999999999999,1
wfpt.0,0,1,1.4059623659972862,1.0,1,0,0.95,1
wfpt.0,0,2,0.7380623659958772,1.0,2,0,1.05,1
wfpt.0,0,3,0.9053623659962307,1.0,3,0,1.04,1
wfpt.0,0,4,0.8885623659961948,1.0,4,0,1.6400000000000001,1
wfpt.0,0,5,0.742262365995886,1.0,5,0,0.78,1
wfpt.0,0,6,0.9446623659963131,1.0,6,0,0.79,1
wfpt.0,0,7,-1.1366623659809754,0.0,7,0,1.16,1
wfpt.0,0,8,1.0709623659965801,1.0,8,0,0.72,1
wfpt.0,0,9,0.862162365996139,1.0,9,0,1.14,1
wfpt.0,0,10,1.631262365997762,1.0,10,0,0.8400000000000001,1
wfpt.0,0,11,1.2920623659970463,1.0,11,0,0.9099999999999999,1
wfpt.0,0,12,0.9394623659963022,1.0,12,0,1.46,1
wfpt.0,0,13,0.7189623659958368,1.0,13,0,2.09,1
wfpt.0,0,14,0.7946623659959966,1.0,14,0,0.95,1
wfpt.0,0,15,0.9770623659963815,1.0,15,0,1.46,1
wfpt.0,0,16,0.9731623659963728,1.0,16,0,1.22,1
wfpt.0,0,17,0.8913623659962007,1.0,17,0,0.96,1
wfpt.0,0,18,0.8855623659961884,1.0,18,0,0.6699999999999999,1
wfpt.0,0,19,0.8544623659961228,1.0,19,0,1.16,1
wfpt.0,1,0,0.8252578928120221,1.0,0,0,0.8799999999999999,1
wfpt.0,1,1,1.4766578928133964,1.0,1,0,0.95,1
wfpt.0,1,2,0.8227578928120168,1.0,2,0,1.05,1
wfpt.0,1,3,0.8431578928120599,1.0,3,0,1.04,1
wfpt.0,1,4,0.7537578928118712,1.0,4,0,1.6400000000000001,1
wfpt.0,1,5,0.7743578928119147,1.0,5,0,0.78,1
wfpt.0,1,6,0.9197578928122215,1.0,6,0,0.79,1
wfpt.0,1,7,0.9741578928123363,1.0,7,0,1.16,1
wfpt.0,1,8,0.8598578928120947,1.0,8,0,0.72,1
wfpt.0,1,9,1.3333578928130945,1.0,9,0,1.14,1
wfpt.0,1,10,1.768457892814013,1.0,10,0,0.8400000000000001,1
wfpt.0,1,11,0.9113578928122038,1.0,11,0,0.9099999999999999,1
wfpt.0,1,12,0.8752578928121281,1.0,12,0,1.46,1
wfpt.0,1,13,0.8028578928119748,1.0,13,0,2.09,1
wfpt.0,1,14,0.8418578928120567,1.0,14,0,0.95,1
wfpt.0,1,15,0.8880578928121551,1.0,15,0,1.46,1
wfpt.0,1,16,0.8669578928121101,1.0,16,0,1.22,1
wfpt.0,1,17,0.9995578928123899,1.0,17,0,0.96,1
wfpt.0,1,18,1.6310578928137223,1.0,18,0,0.6699999999999999,1
wfpt.0,1,19,1.3474578928131238,1.0,19,0,1.16,1
wfpt.0,2,0,1.0607397258897864,1.0,0,0,0.8799999999999999,1
wfpt.0,2,1,0.7076397258890417,1.0,1,0,0.95,1
wfpt.0,2,2,0.9535397258895602,1.0,2,0,1.05,1
wfpt.0,2,3,0.8493397258893407,1.0,3,0,1.04,1
wfpt.0,2,4,1.1647397258900059,1.0,4,0,1.6400000000000001,1
wfpt.0,2,5,1.7262397258911912,1.0,5,0,0.78,1
wfpt.0,2,6,0.8787397258894027,1.0,6,0,0.79,1
wfpt.0,2,7,1.4635397258906364,1.0,7,0,1.16,1
wfpt.0,2,8,1.126939725889927,1.0,8,0,0.72,1
wfpt.0,2,9,1.002039725889663,1.0,9,0,1.14,1
wfpt.0,2,10,-0.7285397258733428,0.0,10,0,0.8400000000000001,1
wfpt.0,2,11,1.3216397258903374,1.0,11,0,0.9099999999999999,1
