t,1.00004166257
t_subj.17,0.999888662124
t_subj.16,1.00003559094
t_subj.12,1.00002833436
t_subj.11,1.00013370839
t_subj.3,1.0001413362
a_subj.12,1.00026994077
a_subj.2,1.00037991949
a_subj.13,1.00124946168
a_subj.7,1.00063592847
a_subj.9,1.00124136811
a_subj.15,1.00043316156
a_subj.3,1.00041395208
a_subj.5,1.00068464196
a_subj.11,1.00077693983
a_subj.6,1.00045473233
t_subj.15,1.00009712391
t_subj.0,1.00004722911
a_subj.10,1.00095143236
t_subj.7,0.99999259623
a_subj.17,1.00058436318
t_subj.5,1.00026545351
t_subj.8,1.00024587777
a_subj.8,1.00076328035
t_subj.9,1.00010168056
a_subj.16,1.00160373592
t_subj.6,0.999892588378
t_subj.1,1.00009692002
a,1.00162855668
t_subj.2,0.999959374448
a_std,1.00314923632
a_subj.4,1.00094329041
t_subj.19,1.00028473339
a_subj.18,1.00027663726
a_subj.14,1.00032414171
t_subj.4,1.0002786194
a_subj.1,1.00061486481
t_subj.18,1.00004614384
t_subj.14,1.00027316167
a_subj.19,1.00067576474
t_subj.13,1.00015356793
a_subj.0,1.00067332226
t_std,1.00001469554
t_subj.10,0.99994831284
