stat,observed,mean,std,SEM,MSE,credible,quantile,mahalanobis
accuracy,0.16326530277729034,0.1624613106250763,0.19184525310993195,6.464087505264615e-07,0.036805249750614166,True,65.0,0.004190854262560606
mean_ub,1.1804687976837158,1.1821037530899048,0.21449072659015656,2.6732350306701846e-06,0.04600894823670387,True,61.53845977783203,0.00762272160500288
std_ub,0.3450291156768799,0.19482338428497314,0.17351700365543365,0.02256176248192787,0.05266990512609482,True,84.61538696289062,0.8656542897224426
10q_ub,0.8330000042915344,0.9895383715629578,0.15362823009490967,0.02450426109135151,0.04810592159628868,True,7.692307472229004,1.0189427137374878
30q_ub,0.9800000190734863,1.0910768508911133,0.1736040860414505,0.012338066473603249,0.042476456612348557,True,38.46154022216797,0.6398285627365112
50q_ub,1.0850000381469727,1.182692289352417,0.2277449369430542,0.009543783031404018,0.0614115372300148,True,46.153846740722656,0.4289548099040985
70q_ub,1.2829999923706055,1.280153751373291,0.2750731110572815,8.101131243165582e-06,0.07567331939935684,True,61.53845977783203,0.010347244329750538
90q_ub,1.6519999504089355,1.379769206047058,0.35777562856674194,0.07410960644483566,0.20211294293403625,True,76.92308044433594,0.7608981132507324
mean_lb,-1.1824694871902466,-1.185915470123291,0.115981325507164,1.1874625670316163e-05,0.013463543727993965,True,45.0,0.029711317270994186
std_lb,0.3627280592918396,0.3304620087146759,0.11058700084686279,0.0010410980321466923,0.01327058207243681,True,55.0,0.29177072644233704
10q_lb,0.8069999814033508,0.8677500486373901,0.1123591884970665,0.003690568497404456,0.016315152868628502,True,35.0,0.5406771898269653
30q_lb,0.9700000286102295,1.0054999589920044,0.12473632395267487,0.0012602470815181732,0.01681939698755741,True,45.0,0.28460001945495605
50q_lb,1.1100000143051147,1.13100004196167,0.11792582273483276,0.0004410017572809011,0.01434750109910965,True,45.0,0.17807839810848236
70q_lb,1.2799999713897705,1.2560499906539917,0.1276273876428604,0.0005736029706895351,0.016862349584698677,True,50.0,0.1876557171344757
90q_lb,1.5700000524520874,1.562250018119812,0.2225719839334488,6.00622188358102e-05,0.04959835112094879,True,60.0,0.03482011333107948
