t_subj.54,1.00007067,TRUE,,count true,808,,0.999805034
,,,,count false,0,,1.000593833
t_subj.171,1.000107768,TRUE,,,,,
,,,,,,,
v_subj.153,1.00014195,TRUE,,,,,
,,,,,,,
t_subj.182,1.000153287,TRUE,,,,,
,,,,,,,
a_subj.32,0.999819949,TRUE,,,,,
,,,,,,,
a_subj.175,0.999957808,TRUE,,,,,
,,,,,,,
a_subj.111,0.999925885,TRUE,,,,,
,,,,,,,
a_subj.5,0.999907736,TRUE,,,,,
,,,,,,,
v_subj.113,1.000214861,TRUE,,,,,
,,,,,,,
a_subj.62,0.999867561,TRUE,,,,,
,,,,,,,
v_subj.158,1.000129342,TRUE,,,,,
,,,,,,,
z_subj_trans.68,1.000201318,TRUE,,,,,
,,,,,,,
t_subj.151,1.000055613,TRUE,,,,,
,,,,,,,
t_subj.38,0.999863322,TRUE,,,,,
,,,,,,,
t_subj.66,1.000107294,TRUE,,,,,
,,,,,,,
v_subj.76,1.000063448,TRUE,,,,,
,,,,,,,
v_subj.42,1.000056062,TRUE,,,,,
,,,,,,,
a_subj.156,0.999981429,TRUE,,,,,
,,,,,,,
z_subj_trans.121,0.999998036,TRUE,,,,,
,,,,,,,
z_subj_trans.105,1.00010461,TRUE,,,,,
,,,,,,,
v_subj.30,1.000219333,TRUE,,,,,
,,,,,,,
z_subj_trans.19,0.999835384,TRUE,,,,,
,,,,,,,
v_subj.173,0.999918472,TRUE,,,,,
,,,,,,,
t_subj.174,0.999934124,TRUE,,,,,
,,,,,,,
v_subj.2,0.999929082,TRUE,,,,,
,,,,,,,
a_subj.147,1.00008404,TRUE,,,,,
,,,,,,,
t_subj.78,0.99987527,TRUE,,,,,
,,,,,,,
t_subj.26,1.000251215,TRUE,,,,,
,,,,,,,
v_subj.165,1.000035485,TRUE,,,,,
,,,,,,,
v_subj.144,1.000209492,TRUE,,,,,
,,,,,,,
z_subj_trans.167,1.000152876,TRUE,,,,,
,,,,,,,
t_subj.28,1.000020511,TRUE,,,,,
,,,,,,,
a_subj.157,0.999883923,TRUE,,,,,
,,,,,,,
t_subj.18,1.000143881,TRUE,,,,,
,,,,,,,
t_subj.41,1.000268363,TRUE,,,,,
,,,,,,,
z_subj_trans.4,1.000115885,TRUE,,,,,
,,,,,,,
t_subj.139,1.000055132,TRUE,,,,,
,,,,,,,
z_subj_trans.184,0.999980446,TRUE,,,,,
,,,,,,,
a_subj.55,1.000075146,TRUE,,,,,
,,,,,,,
z_subj_trans.142,0.999969258,TRUE,,,,,
,,,,,,,
a_subj.104,1.000057804,TRUE,,,,,
,,,,,,,
t_subj.162,1.000120592,TRUE,,,,,
,,,,,,,
a_subj.43,1.000120532,TRUE,,,,,
,,,,,,,
v_subj.61,0.999913509,TRUE,,,,,
,,,,,,,
v_subj.1,1.000072578,TRUE,,,,,
,,,,,,,
z_subj_trans.168,0.999994893,TRUE,,,,,
,,,,,,,
t_subj.190,1.000103865,TRUE,,,,,
,,,,,,,
a_subj.48,1.000089248,TRUE,,,,,
,,,,,,,
a_subj.155,1.000082013,TRUE,,,,,
,,,,,,,
z_subj_trans.5,0.999855171,TRUE,,,,,
,,,,,,,
