t_subj.1,1.000182105,TRUE,count true,66,0.999905301
,,,count false,0,1.002674838
a_subj.0,1.001469556,TRUE,,,
,,,,,
z_subj_trans.5,1.000217342,TRUE,,,
,,,,,
t_subj.16,0.999982543,TRUE,,,
,,,,,
z_subj_trans.14,1.000924815,TRUE,,,
,,,,,
z_trans,1.000540262,TRUE,,,
,,,,,
a_subj.6,1.000594928,TRUE,,,
,,,,,
z_subj_trans.15,0.99998684,TRUE,,,
,,,,,
z_std,1.001779461,TRUE,,,
,,,,,
z_subj_trans.0,1.000394787,TRUE,,,
,,,,,
a_subj.19,1.002373666,TRUE,,,
,,,,,
t_subj.4,1.000792638,TRUE,,,
,,,,,
t_subj.12,1.000185923,TRUE,,,
,,,,,
t_subj.11,1.002303207,TRUE,,,
,,,,,
a_subj.18,1.000983952,TRUE,,,
,,,,,
t_subj.8,1.000403538,TRUE,,,
,,,,,
t_subj.0,0.9999527,TRUE,,,
,,,,,
t_subj.7,1.000377939,TRUE,,,
,,,,,
t_subj.10,1.000280215,TRUE,,,
,,,,,
t_subj.2,0.999969333,TRUE,,,
,,,,,
a_subj.7,1.001315738,TRUE,,,
,,,,,
t_subj.3,1.000115089,TRUE,,,
,,,,,
z_subj_trans.8,0.999905301,TRUE,,,
,,,,,
a_subj.4,1.000983197,TRUE,,,
,,,,,
a_subj.12,1.000779853,TRUE,,,
,,,,,
z_subj_trans.2,1.0005831,TRUE,,,
,,,,,
z_subj_trans.6,1.00011857,TRUE,,,
,,,,,
z_subj_trans.13,1.000450203,TRUE,,,
,,,,,
a_subj.13,1.000771597,TRUE,,,
,,,,,
t_subj.17,0.999905526,TRUE,,,
,,,,,
a_subj.11,1.000604503,TRUE,,,
,,,,,
t_std,0.999975207,TRUE,,,
,,,,,
t_subj.9,1.00011147,TRUE,,,
,,,,,
z_subj_trans.3,0.999952632,TRUE,,,
,,,,,
a_subj.15,1.00186679,TRUE,,,
,,,,,
z_subj_trans.7,0.999957324,TRUE,,,
,,,,,
a_std,1.002674838,TRUE,,,
,,,,,
a_subj.14,1.001221434,TRUE,,,
,,,,,
a_subj.16,1.000547304,TRUE,,,
,,,,,
t_subj.5,1.000111162,TRUE,,,
,,,,,
z_subj_trans.17,1.000163219,TRUE,,,
,,,,,
a_subj.9,1.000763877,TRUE,,,
,,,,,
t_subj.6,1.000288374,TRUE,,,
,,,,,
z_subj_trans.10,1.001212909,TRUE,,,
,,,,,
a_subj.17,1.000610796,TRUE,,,
,,,,,
z_subj_trans.16,1.000400082,TRUE,,,
,,,,,
t_subj.19,1.000868505,TRUE,,,
,,,,,
z_subj_trans.1,1.000304928,TRUE,,,
,,,,,
a_subj.5,1.000732203,TRUE,,,
,,,,,
z_subj_trans.12,1.000269676,TRUE,,,
,,,,,
a_subj.3,1.000637408,TRUE,,,
,,,,,
a_subj.8,1.00044257,TRUE,,,
,,,,,
a_subj.10,1.00048648,TRUE,,,
,,,,,
a_subj.1,1.00092629,TRUE,,,
,,,,,
z_subj_trans.9,1.000419372,TRUE,,,
,,,,,
t_subj.15,1.000475561,TRUE,,,
,,,,,
t,1.000049948,TRUE,,,
,,,,,
t_subj.14,1.001633395,TRUE,,,
,,,,,
z_subj_trans.4,1.000037455,TRUE,,,
,,,,,
z_subj_trans.19,1.000866697,TRUE,,,
,,,,,
z_subj_trans.11,1.000354182,TRUE,,,
,,,,,
z_subj_trans.18,1.000187898,TRUE,,,
,,,,,
a,1.002213088,TRUE,,,
,,,,,
t_subj.13,1.000110299,TRUE,,,
,,,,,
t_subj.18,1.000428845,TRUE,,,
,,,,,
a_subj.2,1.0010891,TRUE,,,
