a_subj.21,1.000189465,TRUE,,count true,808,,0.999794992
,,,,count false,0,,1.000641342
a_subj.99,1.000065541,TRUE,,,,,
,,,,,,,
a_subj.79,0.999939863,TRUE,,,,,
,,,,,,,
v_subj.0,1.000063215,TRUE,,,,,
,,,,,,,
t_subj.89,0.999976347,TRUE,,,,,
,,,,,,,
v_subj.38,0.999858292,TRUE,,,,,
,,,,,,,
a_subj.138,0.999866725,TRUE,,,,,
,,,,,,,
t_subj.49,0.999987922,TRUE,,,,,
,,,,,,,
t_subj.39,1.000028654,TRUE,,,,,
,,,,,,,
z_subj_trans.31,0.999945722,TRUE,,,,,
,,,,,,,
v_subj.111,1.000186534,TRUE,,,,,
,,,,,,,
v_subj.129,0.999835785,TRUE,,,,,
,,,,,,,
z_subj_trans.102,0.99991732,TRUE,,,,,
,,,,,,,
a_subj.101,0.99993602,TRUE,,,,,
,,,,,,,
t_subj.116,1.00026784,TRUE,,,,,
,,,,,,,
z_subj_trans.105,0.999974306,TRUE,,,,,
,,,,,,,
a_subj.190,1.000100923,TRUE,,,,,
,,,,,,,
a_std,1.000095032,TRUE,,,,,
,,,,,,,
v_subj.89,1.000156273,TRUE,,,,,
,,,,,,,
t,1.000133012,TRUE,,,,,
,,,,,,,
z_subj_trans.49,0.999906465,TRUE,,,,,
,,,,,,,
v_subj.36,1.000135583,TRUE,,,,,
,,,,,,,
v_subj.102,1.000168429,TRUE,,,,,
,,,,,,,
a_subj.178,1.000130084,TRUE,,,,,
,,,,,,,
t_subj.33,0.999970156,TRUE,,,,,
,,,,,,,
v_subj.116,1.000069493,TRUE,,,,,
,,,,,,,
a_subj.175,0.999904209,TRUE,,,,,
,,,,,,,
a_subj.180,1.000055758,TRUE,,,,,
,,,,,,,
z_subj_trans.70,1.000134425,TRUE,,,,,
,,,,,,,
z_std,1.000197079,TRUE,,,,,
,,,,,,,
a_subj.170,1.000020276,TRUE,,,,,
,,,,,,,
z_subj_trans.89,1.000101331,TRUE,,,,,
,,,,,,,
t_subj.82,0.999845885,TRUE,,,,,
,,,,,,,
v_subj.44,1.000127169,TRUE,,,,,
,,,,,,,
z_subj_trans.14,0.99990243,TRUE,,,,,
,,,,,,,
t_subj.175,1.000053305,TRUE,,,,,
,,,,,,,
v_subj.76,0.999993977,TRUE,,,,,
,,,,,,,
a_subj.23,0.999944149,TRUE,,,,,
,,,,,,,
v_subj.50,0.999887562,TRUE,,,,,
