stat,observed,mean,std,SEM,MSE,credible,quantile,mahalanobis
accuracy,0.491129994392395,0.491129994392395,0.2120567411184311,3.1445234590256395e-17,0.04496806114912033,True,52.5,2.6443888856420017e-08
mean_ub,0.1472262293100357,0.1523541808128357,0.016590630635619164,2.6295907446183264e-05,0.00030154490377753973,True,37.0,0.3090873062610626
std_ub,0.07017004489898682,0.06917227059602737,0.00943596102297306,9.95553818938788e-07,9.003291779663414e-05,True,54.5,0.10574168711900711
10q_ub,0.07680000364780426,0.08261570334434509,0.00899311900138855,3.382240538485348e-05,0.00011469852324808016,True,25.762500762939453,0.6466836929321289
30q_ub,0.10429999977350235,0.10990119725465775,0.012212865054607391,3.137340900138952e-05,0.0001805275387596339,True,32.51250076293945,0.45863088965415955
50q_ub,0.1307000070810318,0.13707725703716278,0.016163460910320282,4.0669408917892724e-05,0.0003019266587216407,True,34.26250076293945,0.3945477306842804
70q_ub,0.16590000689029694,0.17167335748672485,0.020358046516776085,3.333165659569204e-05,0.00044778152368962765,True,37.51250076293945,0.2835909426212311
90q_ub,0.23849999904632568,0.24142324924468994,0.029022574424743652,8.545385753677692e-06,0.0008508551982231438,True,46.51250076293945,0.10072328895330429
mean_lb,-0.14508642256259918,-0.1504632532596588,0.017872178927063942,2.8910304536111653e-05,0.000348325032973662,True,59.0,0.30084916949272156
std_lb,0.068987175822258,0.06817500293254852,0.009959918446838856,6.596293360416894e-07,9.985960787162185e-05,True,56.5,0.0815444141626358
10q_lb,0.07680000364780426,0.08136390894651413,0.009191544726490974,2.0829264030908234e-05,0.00010531365842325613,True,31.512500762939453,0.4965333938598633
30q_lb,0.10320000350475311,0.1089293509721756,0.012729000300168991,3.2825460948515683e-05,0.00019485285156406462,True,33.76250076293945,0.45010218024253845
50q_lb,0.12960000336170197,0.1353529989719391,0.01727129891514778,3.30969960486982e-05,0.00033139472361654043,True,36.76250076293945,0.333095908164978
70q_lb,0.16369999945163727,0.16976815462112427,0.022033482789993286,3.6822500987909734e-05,0.0005222967592999339,True,40.26250076293945,0.2754060626029968
90q_lb,0.23409999907016754,0.2378499060869217,0.031712014228105545,1.4061795809539035e-05,0.0010197135852649808,True,50.01250076293945,0.11824875324964523
