,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a,1.55256189154,0.0190683941524,1.51600933504,1.53966391883,1.55237964076,1.56527250394,1.59041758914,0.00011462843578
a_std,0.252014845245,0.0145059914551,0.225458559795,0.241951938233,0.251392065522,0.261312286271,0.282308697891,8.10518301209e-05
a_subj.0,1.66721547642,0.0395746603775,1.59168673444,1.6401096854,1.66659761381,1.69366085317,1.74657874539,0.000199770273785
a_subj.1,1.72124816347,0.04567312631,1.63402733385,1.69018243263,1.72045562148,1.75148862024,1.81320311688,0.000209417338023
a_subj.2,1.81462996471,0.123037264127,1.59983469452,1.72660819632,1.80618466271,1.89249831235,2.07701570325,0.000807089711002
a_subj.3,1.75694613175,0.0358093802963,1.68756631628,1.7327125886,1.75677109872,1.78084663081,1.82794217309,0.000162866239628
a_subj.4,1.41960362632,0.144088133307,1.18473565638,1.31861396781,1.40487471413,1.5033098234,1.73985933899,0.00136718849137
a_subj.5,1.5785951762,0.204019854483,1.24046144888,1.43141478323,1.55780923029,1.70411006792,2.02997317083,0.0021309094766
a_subj.6,1.61931411162,0.193617073822,1.30379941076,1.47993428947,1.59779188073,1.73518345696,2.06001135521,0.00204929549844
a_subj.7,1.50086387386,0.0336174845048,1.43658285203,1.47793846788,1.50048787023,1.52322605231,1.56824704306,0.000149537717647
a_subj.8,1.37078931609,0.0427337750282,1.29083072874,1.34117345422,1.36960874762,1.39896803038,1.45852924362,0.000212135677173
a_subj.9,1.61886334202,0.0335228837396,1.55446529236,1.59626521096,1.6184299184,1.64123725087,1.68559885955,0.00016652155331
a_subj.10,1.74937762012,0.178231953393,1.46016008385,1.62286198862,1.72860347243,1.85302710945,2.15310460692,0.00168990450108
a_subj.11,1.7258191326,0.15236446479,1.47061451803,1.61628997609,1.7115203171,1.8185549059,2.06459626489,0.0014395890498
a_subj.12,1.49411777995,0.0609513141609,1.38305592553,1.451852439,1.49094148137,1.53301091034,1.62242674245,0.000301990343047
a_subj.13,1.46572007292,0.0369018111376,1.39583016985,1.44053938131,1.46506904553,1.49005701927,1.54017060259,0.00018023201246
a_subj.14,1.86515448037,0.0683423907068,1.73884912554,1.81789424338,1.86219358764,1.90965276017,2.00647667932,0.000317142661051
a_subj.15,1.61688515007,0.034041626323,1.55036160809,1.59393087019,1.61650649099,1.63979389463,1.68439688853,0.000149745869058
a_subj.16,1.31826023504,0.0316460169239,1.25743445663,1.29672580573,1.31777534286,1.33925094006,1.38131028458,0.000155816762471
a_subj.17,1.9388705591,0.0891665265703,1.78881240477,1.8759210051,1.92995465858,1.99210628119,2.13776333268,0.0005212132386
a_subj.18,1.31288901013,0.029958737889,1.25555336477,1.29228755784,1.31238145477,1.33265349284,1.37362194345,0.000141434977678
a_subj.19,1.54494173852,0.0618539632561,1.43097795322,1.50192625477,1.54202761675,1.58532215545,1.6751344795,0.000290850641857
a_subj.20,1.34118713602,0.031571845842,1.28129256969,1.31945817537,1.34057921199,1.36205527612,1.40506580936,0.000151579684145
a_subj.21,1.57009719325,0.20342374022,1.24243660548,1.42281707188,1.5461428667,1.69253928896,2.0256025892,0.00242922207588
a_subj.22,1.42453867127,0.0507672262224,1.32937083756,1.38962940952,1.4227888928,1.4576748007,1.52950266666,0.000229066064437
a_subj.23,1.57069059583,0.0349436656364,1.50316998427,1.54699339014,1.5702983938,1.59411614846,1.63970303734,0.000141964161584
a_subj.24,1.58358038934,0.0643713182181,1.4640609349,1.53928751068,1.58109702751,1.62552724193,1.71599234189,0.000299961812031
a_subj.25,1.37908444633,0.0761359515991,1.24555155454,1.32536935098,1.37373132664,1.4271491263,1.54257274425,0.000408977152384
a_subj.26,1.29332807773,0.124902348709,1.08408029403,1.20440654994,1.28139073261,1.36951604862,1.5712102096,0.00116905473454
a_subj.27,2.04010253693,0.0541279707683,1.93726655828,2.00289135748,2.03935885301,2.0760606726,2.14864952655,0.000258359673383
a_subj.28,1.57524095591,0.0559598840516,1.47229773496,1.53628261753,1.5732968707,1.61165419116,1.6909770321,0.000226542679791
a_subj.29,2.01444130401,0.0566630189603,1.90712969809,1.97581129281,2.01312328198,2.05204549558,2.13007607953,0.00023756453902
